sample_ID,data_source,Strains,Medium,Temperature,pert_time,pert_time_unit,pert_id,perturbation_no_concentration,instrument,Yeast_cell_plate,protein_well,split_final,strain_role,chemical_role
B663,WAYB,CGD,YNB+CSM+2% glucose,30,15,min,#8,G418,O,WAY_BP7,H3,test_chem_only,train,test
B665,WAYB,BAH,YNB+CSM+2% glucose,30,15,min,#8,G418,O,WAY_BP7,H5,test_chem_only,train,test
B667,WAYB,BAI,YNB+CSM+2% glucose,30,15,min,#8,G418,O,WAY_BP7,H7,test_both,val,test
B669,WAYB,CEK,YNB+CSM+2% glucose,30,15,min,#8,G418,O,WAY_BP7,H9,test_chem_only,train,test
B671,WAYB,DHY210,YNB+CSM+2% glucose,30,15,min,#8,G418,O,WAY_BP7,H11,test_chem_only,train,test
B673,WAYB,CRD,YNB+CSM+2% glucose,30,30,min,#1,Water,CAA,WAY_BP8,A1,test_strain_only,test,train
B674,WAYB,CRD,YNB+CSM+2% glucose,30,30,min,#9,Amphotericin B,CAA,WAY_BP8,A2,test_both,test,val
B683,WAYB,DHY210,YNB+CSM+2% glucose,30,30,min,#1,Water,CAA,WAY_BP8,A11,test_time,train,train
B685,WAYB,CRD,YNB+CSM+2% glucose,30,30,min,#2,EDTA,CAA,WAY_BP8,B1,test_strain_only,test,train
B686,WAYB,CRD,YNB+CSM+2% glucose,30,30,min,#10,Rapamycin,CAA,WAY_BP8,B2,test_strain_only,test,train
B697,WAYB,CRD,YNB+CSM+2% glucose,30,30,min,#3,H2O2,CAA,WAY_BP8,C1,test_both,test,test
B698,WAYB,CRD,YNB+CSM+2% glucose,30,30,min,#11,FCCP,CAA,WAY_BP8,C2,test_both,test,val
B699,WAYB,CGD,YNB+CSM+2% glucose,30,30,min,#3,H2O2,CAA,WAY_BP8,C3,test_chem_only,train,test
B701,WAYB,BAH,YNB+CSM+2% glucose,30,30,min,#3,H2O2,CAA,WAY_BP8,C5,test_chem_only,train,test
B703,WAYB,BAI,YNB+CSM+2% glucose,30,30,min,#3,H2O2,CAA,WAY_BP8,C7,test_both,val,test
B705,WAYB,CEK,YNB+CSM+2% glucose,30,30,min,#3,H2O2,CAA,WAY_BP8,C9,test_chem_only,train,test
B707,WAYB,DHY210,YNB+CSM+2% glucose,30,30,min,#3,H2O2,CAA,WAY_BP8,C11,test_chem_only,train,test
B709,WAYB,CRD,YNB+CSM+2% glucose,30,30,min,#4,MMS,CAA,WAY_BP8,D1,test_both,test,test
B710,WAYB,CRD,YNB+CSM+2% glucose,30,30,min,#12,DMSO,CAA,WAY_BP8,D2,test_strain_only,test,train
B711,WAYB,CGD,YNB+CSM+2% glucose,30,30,min,#4,MMS,CAA,WAY_BP8,D3,test_chem_only,train,test
B713,WAYB,BAH,YNB+CSM+2% glucose,30,30,min,#4,MMS,CAA,WAY_BP8,D5,test_chem_only,train,test
B715,WAYB,BAI,YNB+CSM+2% glucose,30,30,min,#4,MMS,CAA,WAY_BP8,D7,test_both,val,test
B717,WAYB,CEK,YNB+CSM+2% glucose,30,30,min,#4,MMS,CAA,WAY_BP8,D9,test_chem_only,train,test
B719,WAYB,DHY210,YNB+CSM+2% glucose,30,30,min,#4,MMS,CAA,WAY_BP8,D11,test_chem_only,train,test
B721,WAYB,CRD,YNB+CSM+2% glucose,30,30,min,#5,Cisplatin,CAA,WAY_BP8,E1,test_strain_only,test,train
B722,WAYB,CRD,YNB+CSM+2% glucose,30,30,min,#13,NaCl,CAA,WAY_BP8,E2,test_strain_only,test,train
B731,WAYB,DHY210,YNB+CSM+2% glucose,30,30,min,#5,Cisplatin,CAA,WAY_BP8,E11,test_time,train,train
B733,WAYB,CRD,YNB+CSM+2% glucose,30,30,min,#6,CHX,CAA,WAY_BP8,F1,test_strain_only,test,train
B734,WAYB,CRD,YNB+CSM+2% glucose,30,30,min,#14,Hydroxyurea,CAA,WAY_BP8,F2,test_both,test,val
B745,WAYB,CRD,YNB+CSM+2% glucose,30,30,min,#7,SDS,CAA,WAY_BP8,G1,test_strain_only,test,train
B746,WAYB,CRD,YNB+CSM+2% glucose,30,30,min,#15,Sorbitol,CAA,WAY_BP8,G2,test_strain_only,test,train
B757,WAYB,CRD,YNB+CSM+2% glucose,30,30,min,#8,G418,CAA,WAY_BP8,H1,test_both,test,test
B758,WAYB,CRD,YNB+CSM+2% glucose,30,30,min,#16,EDTA,CAA,WAY_BP8,H2,test_strain_only,test,train
B759,WAYB,CGD,YNB+CSM+2% glucose,30,30,min,#8,G418,CAA,WAY_BP8,H3,test_chem_only,train,test
B761,WAYB,BAH,YNB+CSM+2% glucose,30,30,min,#8,G418,CAA,WAY_BP8,H5,test_chem_only,train,test
B763,WAYB,BAI,YNB+CSM+2% glucose,30,30,min,#8,G418,CAA,WAY_BP8,H7,test_both,val,test
B765,WAYB,CEK,YNB+CSM+2% glucose,30,30,min,#8,G418,CAA,WAY_BP8,H9,test_chem_only,train,test
B767,WAYB,DHY210,YNB+CSM+2% glucose,30,30,min,#8,G418,CAA,WAY_BP8,H11,test_chem_only,train,test
B769,WAYB,CRD,YNB+CSM+2% glucose,30,60,min,#1,Water,CAC,WAY_BP9,A1,test_strain_only,test,train
B770,WAYB,CRD,YNB+CSM+2% glucose,30,60,min,#9,Amphotericin B,CAC,WAY_BP9,A2,test_both,test,val
B781,WAYB,CRD,YNB+CSM+2% glucose,30,60,min,#2,EDTA,CAC,WAY_BP9,B1,test_strain_only,test,train
B782,WAYB,CRD,YNB+CSM+2% glucose,30,60,min,#10,Rapamycin,CAC,WAY_BP9,B2,test_strain_only,test,train
B793,WAYB,CRD,YNB+CSM+2% glucose,30,60,min,#3,H2O2,CAC,WAY_BP9,C1,test_both,test,test
B794,WAYB,CRD,YNB+CSM+2% glucose,30,60,min,#11,FCCP,CAC,WAY_BP9,C2,test_both,test,val
B795,WAYB,CGD,YNB+CSM+2% glucose,30,60,min,#3,H2O2,CAC,WAY_BP9,C3,test_chem_only,train,test
B797,WAYB,BAH,YNB+CSM+2% glucose,30,60,min,#3,H2O2,CAC,WAY_BP9,C5,test_chem_only,train,test
B799,WAYB,BAI,YNB+CSM+2% glucose,30,60,min,#3,H2O2,CAC,WAY_BP9,C7,test_both,val,test
B801,WAYB,CEK,YNB+CSM+2% glucose,30,60,min,#3,H2O2,CAC,WAY_BP9,C9,test_chem_only,train,test
B805,WAYB,CRD,YNB+CSM+2% glucose,30,60,min,#4,MMS,CAC,WAY_BP9,D1,test_both,test,test
B806,WAYB,CRD,YNB+CSM+2% glucose,30,60,min,#12,DMSO,CAC,WAY_BP9,D2,test_strain_only,test,train
B807,WAYB,CGD,YNB+CSM+2% glucose,30,60,min,#4,MMS,CAC,WAY_BP9,D3,test_chem_only,train,test
B809,WAYB,BAH,YNB+CSM+2% glucose,30,60,min,#4,MMS,CAC,WAY_BP9,D5,test_chem_only,train,test
B811,WAYB,BAI,YNB+CSM+2% glucose,30,60,min,#4,MMS,CAC,WAY_BP9,D7,test_both,val,test
B813,WAYB,CEK,YNB+CSM+2% glucose,30,60,min,#4,MMS,CAC,WAY_BP9,D9,test_chem_only,train,test
B815,WAYB,DHY210,YNB+CSM+2% glucose,30,60,min,#4,MMS,CAC,WAY_BP9,D11,test_chem_only,train,test
B817,WAYB,CRD,YNB+CSM+2% glucose,30,60,min,#5,Cisplatin,CAC,WAY_BP9,E1,test_strain_only,test,train
B818,WAYB,CRD,YNB+CSM+2% glucose,30,60,min,#13,NaCl,CAC,WAY_BP9,E2,test_strain_only,test,train
B820,WAYB,CGD,YNB+CSM+2% glucose,30,60,min,#13,NaCl,CAC,WAY_BP9,E4,test_time,train,train
B829,WAYB,CRD,YNB+CSM+2% glucose,30,60,min,#6,CHX,CAC,WAY_BP9,F1,test_strain_only,test,train
B830,WAYB,CRD,YNB+CSM+2% glucose,30,60,min,#14,Hydroxyurea,CAC,WAY_BP9,F2,test_both,test,val
B841,WAYB,CRD,YNB+CSM+2% glucose,30,60,min,#7,SDS,CAC,WAY_BP9,G1,test_strain_only,test,train
B842,WAYB,CRD,YNB+CSM+2% glucose,30,60,min,#15,Sorbitol,CAC,WAY_BP9,G2,test_strain_only,test,train
B853,WAYB,CRD,YNB+CSM+2% glucose,30,60,min,#8,G418,CAC,WAY_BP9,H1,test_both,test,test
B854,WAYB,CRD,YNB+CSM+2% glucose,30,60,min,#16,EDTA,CAC,WAY_BP9,H2,test_strain_only,test,train
B855,WAYB,CGD,YNB+CSM+2% glucose,30,60,min,#8,G418,CAC,WAY_BP9,H3,test_chem_only,train,test
B857,WAYB,BAH,YNB+CSM+2% glucose,30,60,min,#8,G418,CAC,WAY_BP9,H5,test_chem_only,train,test
B859,WAYB,BAI,YNB+CSM+2% glucose,30,60,min,#8,G418,CAC,WAY_BP9,H7,test_both,val,test
B861,WAYB,CEK,YNB+CSM+2% glucose,30,60,min,#8,G418,CAC,WAY_BP9,H9,test_chem_only,train,test
B863,WAYB,DHY210,YNB+CSM+2% glucose,30,60,min,#8,G418,CAC,WAY_BP9,H11,test_chem_only,train,test
B865,WAYB,CRD,YNB+CSM+2% glucose,30,90,min,#1,Water,CAA,WAY_BP10,A1,test_strain_only,test,train
B866,WAYB,CRD,YNB+CSM+2% glucose,30,90,min,#9,Amphotericin B,CAA,WAY_BP10,A2,test_both,test,val
B877,WAYB,CRD,YNB+CSM+2% glucose,30,90,min,#2,EDTA,CAA,WAY_BP10,B1,test_strain_only,test,train
B878,WAYB,CRD,YNB+CSM+2% glucose,30,90,min,#10,Rapamycin,CAA,WAY_BP10,B2,test_strain_only,test,train
B889,WAYB,CRD,YNB+CSM+2% glucose,30,90,min,#3,H2O2,CAA,WAY_BP10,C1,test_both,test,test
B890,WAYB,CRD,YNB+CSM+2% glucose,30,90,min,#11,FCCP,CAA,WAY_BP10,C2,test_both,test,val
B891,WAYB,CGD,YNB+CSM+2% glucose,30,90,min,#3,H2O2,CAA,WAY_BP10,C3,test_chem_only,train,test
B893,WAYB,BAH,YNB+CSM+2% glucose,30,90,min,#3,H2O2,CAA,WAY_BP10,C5,test_chem_only,train,test
B895,WAYB,BAI,YNB+CSM+2% glucose,30,90,min,#3,H2O2,CAA,WAY_BP10,C7,test_both,val,test
B897,WAYB,CEK,YNB+CSM+2% glucose,30,90,min,#3,H2O2,CAA,WAY_BP10,C9,test_chem_only,train,test
B901,WAYB,CRD,YNB+CSM+2% glucose,30,90,min,#4,MMS,CAA,WAY_BP10,D1,test_both,test,test
B902,WAYB,CRD,YNB+CSM+2% glucose,30,90,min,#12,DMSO,CAA,WAY_BP10,D2,test_strain_only,test,train
B903,WAYB,CGD,YNB+CSM+2% glucose,30,90,min,#4,MMS,CAA,WAY_BP10,D3,test_chem_only,train,test
B905,WAYB,BAH,YNB+CSM+2% glucose,30,90,min,#4,MMS,CAA,WAY_BP10,D5,test_chem_only,train,test
B907,WAYB,BAI,YNB+CSM+2% glucose,30,90,min,#4,MMS,CAA,WAY_BP10,D7,test_both,val,test
B909,WAYB,CEK,YNB+CSM+2% glucose,30,90,min,#4,MMS,CAA,WAY_BP10,D9,test_chem_only,train,test
B911,WAYB,DHY210,YNB+CSM+2% glucose,30,90,min,#4,MMS,CAA,WAY_BP10,D11,test_chem_only,train,test
B913,WAYB,CRD,YNB+CSM+2% glucose,30,90,min,#5,Cisplatin,CAA,WAY_BP10,E1,test_strain_only,test,train
B914,WAYB,CRD,YNB+CSM+2% glucose,30,90,min,#13,NaCl,CAA,WAY_BP10,E2,test_strain_only,test,train
B925,WAYB,CRD,YNB+CSM+2% glucose,30,90,min,#6,CHX,CAA,WAY_BP10,F1,test_strain_only,test,train
B926,WAYB,CRD,YNB+CSM+2% glucose,30,90,min,#14,Hydroxyurea,CAA,WAY_BP10,F2,test_both,test,val
B937,WAYB,CRD,YNB+CSM+2% glucose,30,90,min,#7,SDS,CAA,WAY_BP10,G1,test_strain_only,test,train
B938,WAYB,CRD,YNB+CSM+2% glucose,30,90,min,#15,Sorbitol,CAA,WAY_BP10,G2,test_strain_only,test,train
B949,WAYB,CRD,YNB+CSM+2% glucose,30,90,min,#8,G418,CAA,WAY_BP10,H1,test_both,test,test
B950,WAYB,CRD,YNB+CSM+2% glucose,30,90,min,#16,EDTA,CAA,WAY_BP10,H2,test_strain_only,test,train
B951,WAYB,CGD,YNB+CSM+2% glucose,30,90,min,#8,G418,CAA,WAY_BP10,H3,test_chem_only,train,test
B953,WAYB,BAH,YNB+CSM+2% glucose,30,90,min,#8,G418,CAA,WAY_BP10,H5,test_chem_only,train,test
B955,WAYB,BAI,YNB+CSM+2% glucose,30,90,min,#8,G418,CAA,WAY_BP10,H7,test_both,val,test
B957,WAYB,CEK,YNB+CSM+2% glucose,30,90,min,#8,G418,CAA,WAY_BP10,H9,test_chem_only,train,test
B959,WAYB,DHY210,YNB+CSM+2% glucose,30,90,min,#8,G418,CAA,WAY_BP10,H11,test_chem_only,train,test
B961,WAYB,CRD,YNB+CSM+2% glucose,30,120,min,#1,Water,O,WAY_BP11,A1,test_strain_only,test,train
B962,WAYB,CRD,YNB+CSM+2% glucose,30,120,min,#9,Amphotericin B,O,WAY_BP11,A2,test_both,test,val
B973,WAYB,CRD,YNB+CSM+2% glucose,30,120,min,#2,EDTA,O,WAY_BP11,B1,test_strain_only,test,train
B974,WAYB,CRD,YNB+CSM+2% glucose,30,120,min,#10,Rapamycin,O,WAY_BP11,B2,test_strain_only,test,train
B985,WAYB,CRD,YNB+CSM+2% glucose,30,120,min,#3,H2O2,O,WAY_BP11,C1,test_both,test,test
B986,WAYB,CRD,YNB+CSM+2% glucose,30,120,min,#11,FCCP,O,WAY_BP11,C2,test_both,test,val
B987,WAYB,CGD,YNB+CSM+2% glucose,30,120,min,#3,H2O2,O,WAY_BP11,C3,test_chem_only,train,test
B989,WAYB,BAH,YNB+CSM+2% glucose,30,120,min,#3,H2O2,O,WAY_BP11,C5,test_chem_only,train,test
B991,WAYB,BAI,YNB+CSM+2% glucose,30,120,min,#3,H2O2,O,WAY_BP11,C7,test_both,val,test
B993,WAYB,CEK,YNB+CSM+2% glucose,30,120,min,#3,H2O2,O,WAY_BP11,C9,test_chem_only,train,test
B995,WAYB,DHY210,YNB+CSM+2% glucose,30,120,min,#3,H2O2,O,WAY_BP11,C11,test_chem_only,train,test
B997,WAYB,CRD,YNB+CSM+2% glucose,30,120,min,#4,MMS,O,WAY_BP11,D1,test_both,test,test
B998,WAYB,CRD,YNB+CSM+2% glucose,30,120,min,#12,DMSO,O,WAY_BP11,D2,test_strain_only,test,train
B999,WAYB,CGD,YNB+CSM+2% glucose,30,120,min,#4,MMS,O,WAY_BP11,D3,test_chem_only,train,test
B1001,WAYB,BAH,YNB+CSM+2% glucose,30,120,min,#4,MMS,O,WAY_BP11,D5,test_chem_only,train,test
B1003,WAYB,BAI,YNB+CSM+2% glucose,30,120,min,#4,MMS,O,WAY_BP11,D7,test_both,val,test
B1005,WAYB,CEK,YNB+CSM+2% glucose,30,120,min,#4,MMS,O,WAY_BP11,D9,test_chem_only,train,test
B1007,WAYB,DHY210,YNB+CSM+2% glucose,30,120,min,#4,MMS,O,WAY_BP11,D11,test_chem_only,train,test
B1009,WAYB,CRD,YNB+CSM+2% glucose,30,120,min,#5,Cisplatin,O,WAY_BP11,E1,test_strain_only,test,train
B1010,WAYB,CRD,YNB+CSM+2% glucose,30,120,min,#13,NaCl,O,WAY_BP11,E2,test_strain_only,test,train
B1021,WAYB,CRD,YNB+CSM+2% glucose,30,120,min,#6,CHX,O,WAY_BP11,F1,test_strain_only,test,train
B1022,WAYB,CRD,YNB+CSM+2% glucose,30,120,min,#14,Hydroxyurea,O,WAY_BP11,F2,test_both,test,val
B1033,WAYB,CRD,YNB+CSM+2% glucose,30,120,min,#7,SDS,O,WAY_BP11,G1,test_strain_only,test,train
B1034,WAYB,CRD,YNB+CSM+2% glucose,30,120,min,#15,Sorbitol,O,WAY_BP11,G2,test_strain_only,test,train
B1045,WAYB,CRD,YNB+CSM+2% glucose,30,120,min,#8,G418,O,WAY_BP11,H1,test_both,test,test
B1046,WAYB,CRD,YNB+CSM+2% glucose,30,120,min,#16,EDTA,O,WAY_BP11,H2,test_strain_only,test,train
B1047,WAYB,CGD,YNB+CSM+2% glucose,30,120,min,#8,G418,O,WAY_BP11,H3,test_chem_only,train,test
B1049,WAYB,BAH,YNB+CSM+2% glucose,30,120,min,#8,G418,O,WAY_BP11,H5,test_chem_only,train,test
B1051,WAYB,BAI,YNB+CSM+2% glucose,30,120,min,#8,G418,O,WAY_BP11,H7,test_both,val,test
B1053,WAYB,CEK,YNB+CSM+2% glucose,30,120,min,#8,G418,O,WAY_BP11,H9,test_chem_only,train,test
B1055,WAYB,DHY210,YNB+CSM+2% glucose,30,120,min,#8,G418,O,WAY_BP11,H11,test_chem_only,train,test
B1057,WAYB,CRD,YNB+CSM+2% glucose,30,240,min,#1,Water,CAC,WAY_BP12,A1,test_strain_only,test,train
B1058,WAYB,CRD,YNB+CSM+2% glucose,30,240,min,#9,Amphotericin B,CAC,WAY_BP12,A2,test_both,test,val
B1069,WAYB,CRD,YNB+CSM+2% glucose,30,240,min,#2,EDTA,CAC,WAY_BP12,B1,test_strain_only,test,train
B1070,WAYB,CRD,YNB+CSM+2% glucose,30,240,min,#10,Rapamycin,CAC,WAY_BP12,B2,test_strain_only,test,train
B1081,WAYB,CRD,YNB+CSM+2% glucose,30,240,min,#3,H2O2,CAC,WAY_BP12,C1,test_both,test,test
B1082,WAYB,CRD,YNB+CSM+2% glucose,30,240,min,#11,FCCP,CAC,WAY_BP12,C2,test_both,test,val
B1083,WAYB,CGD,YNB+CSM+2% glucose,30,240,min,#3,H2O2,CAC,WAY_BP12,C3,test_chem_only,train,test
B1085,WAYB,BAH,YNB+CSM+2% glucose,30,240,min,#3,H2O2,CAC,WAY_BP12,C5,test_chem_only,train,test
B1087,WAYB,BAI,YNB+CSM+2% glucose,30,240,min,#3,H2O2,CAC,WAY_BP12,C7,test_both,val,test
B1089,WAYB,CEK,YNB+CSM+2% glucose,30,240,min,#3,H2O2,CAC,WAY_BP12,C9,test_chem_only,train,test
B1093,WAYB,CRD,YNB+CSM+2% glucose,30,240,min,#4,MMS,CAC,WAY_BP12,D1,test_both,test,test
B1094,WAYB,CRD,YNB+CSM+2% glucose,30,240,min,#12,DMSO,CAC,WAY_BP12,D2,test_strain_only,test,train
B1095,WAYB,CGD,YNB+CSM+2% glucose,30,240,min,#4,MMS,CAC,WAY_BP12,D3,test_chem_only,train,test
B1097,WAYB,BAH,YNB+CSM+2% glucose,30,240,min,#4,MMS,CAC,WAY_BP12,D5,test_chem_only,train,test
B1099,WAYB,BAI,YNB+CSM+2% glucose,30,240,min,#4,MMS,CAC,WAY_BP12,D7,test_both,val,test
B1101,WAYB,CEK,YNB+CSM+2% glucose,30,240,min,#4,MMS,CAC,WAY_BP12,D9,test_chem_only,train,test
B1103,WAYB,DHY210,YNB+CSM+2% glucose,30,240,min,#4,MMS,CAC,WAY_BP12,D11,test_chem_only,train,test
B1105,WAYB,CRD,YNB+CSM+2% glucose,30,240,min,#5,Cisplatin,CAC,WAY_BP12,E1,test_strain_only,test,train
B1106,WAYB,CRD,YNB+CSM+2% glucose,30,240,min,#13,NaCl,CAC,WAY_BP12,E2,test_strain_only,test,train
B1117,WAYB,CRD,YNB+CSM+2% glucose,30,240,min,#6,CHX,CAC,WAY_BP12,F1,test_strain_only,test,train
B1118,WAYB,CRD,YNB+CSM+2% glucose,30,240,min,#14,Hydroxyurea,CAC,WAY_BP12,F2,test_both,test,val
B1129,WAYB,CRD,YNB+CSM+2% glucose,30,240,min,#7,SDS,CAC,WAY_BP12,G1,test_strain_only,test,train
B1130,WAYB,CRD,YNB+CSM+2% glucose,30,240,min,#15,Sorbitol,CAC,WAY_BP12,G2,test_strain_only,test,train
B1141,WAYB,CRD,YNB+CSM+2% glucose,30,240,min,#8,G418,CAC,WAY_BP12,H1,test_both,test,test
B1142,WAYB,CRD,YNB+CSM+2% glucose,30,240,min,#16,EDTA,CAC,WAY_BP12,H2,test_strain_only,test,train
B1143,WAYB,CGD,YNB+CSM+2% glucose,30,240,min,#8,G418,CAC,WAY_BP12,H3,test_chem_only,train,test
B1145,WAYB,BAH,YNB+CSM+2% glucose,30,240,min,#8,G418,CAC,WAY_BP12,H5,test_chem_only,train,test
B1147,WAYB,BAI,YNB+CSM+2% glucose,30,240,min,#8,G418,CAC,WAY_BP12,H7,test_both,val,test
B1149,WAYB,CEK,YNB+CSM+2% glucose,30,240,min,#8,G418,CAC,WAY_BP12,H9,test_chem_only,train,test
B1151,WAYB,DHY210,YNB+CSM+2% glucose,30,240,min,#8,G418,CAC,WAY_BP12,H11,test_chem_only,train,test
B1153,WAYB,CRD,YNB+CSM+2% galactose,37,15,min,#1,Water,WAH,WAY_BP13,A1,test_strain_only,test,train
B1154,WAYB,CRD,YNB+CSM+2% galactose,37,15,min,#9,Amphotericin B,WAH,WAY_BP13,A2,test_both,test,val
B1165,WAYB,CRD,YNB+CSM+2% galactose,37,15,min,#2,EDTA,WAH,WAY_BP13,B1,test_strain_only,test,train
B1166,WAYB,CRD,YNB+CSM+2% galactose,37,15,min,#10,Rapamycin,WAH,WAY_BP13,B2,test_strain_only,test,train
B1177,WAYB,CRD,YNB+CSM+2% galactose,37,15,min,#3,H2O2,WAH,WAY_BP13,C1,test_both,test,test
B1178,WAYB,CRD,YNB+CSM+2% galactose,37,15,min,#11,FCCP,WAH,WAY_BP13,C2,test_both,test,val
B1179,WAYB,CGD,YNB+CSM+2% galactose,37,15,min,#3,H2O2,WAH,WAY_BP13,C3,test_chem_only,train,test
B1181,WAYB,BAH,YNB+CSM+2% galactose,37,15,min,#3,H2O2,WAH,WAY_BP13,C5,test_chem_only,train,test
B1183,WAYB,BAI,YNB+CSM+2% galactose,37,15,min,#3,H2O2,WAH,WAY_BP13,C7,test_both,val,test
B1185,WAYB,CEK,YNB+CSM+2% galactose,37,15,min,#3,H2O2,WAH,WAY_BP13,C9,test_chem_only,train,test
B1189,WAYB,CRD,YNB+CSM+2% galactose,37,15,min,#4,MMS,WAH,WAY_BP13,D1,test_both,test,test
B1190,WAYB,CRD,YNB+CSM+2% galactose,37,15,min,#12,DMSO,WAH,WAY_BP13,D2,test_strain_only,test,train
B1191,WAYB,CGD,YNB+CSM+2% galactose,37,15,min,#4,MMS,WAH,WAY_BP13,D3,test_chem_only,train,test
B1193,WAYB,BAH,YNB+CSM+2% galactose,37,15,min,#4,MMS,WAH,WAY_BP13,D5,test_chem_only,train,test
B1195,WAYB,BAI,YNB+CSM+2% galactose,37,15,min,#4,MMS,WAH,WAY_BP13,D7,test_both,val,test
B1197,WAYB,CEK,YNB+CSM+2% galactose,37,15,min,#4,MMS,WAH,WAY_BP13,D9,test_chem_only,train,test
B1199,WAYB,DHY210,YNB+CSM+2% galactose,37,15,min,#4,MMS,WAH,WAY_BP13,D11,test_chem_only,train,test
B1201,WAYB,CRD,YNB+CSM+2% galactose,37,15,min,#5,Cisplatin,WAH,WAY_BP13,E1,test_strain_only,test,train
B1202,WAYB,CRD,YNB+CSM+2% galactose,37,15,min,#13,NaCl,WAH,WAY_BP13,E2,test_strain_only,test,train
B1213,WAYB,CRD,YNB+CSM+2% galactose,37,15,min,#6,CHX,WAH,WAY_BP13,F1,test_strain_only,test,train
B1214,WAYB,CRD,YNB+CSM+2% galactose,37,15,min,#14,Hydroxyurea,WAH,WAY_BP13,F2,test_both,test,val
B1225,WAYB,CRD,YNB+CSM+2% galactose,37,15,min,#7,SDS,WAH,WAY_BP13,G1,test_strain_only,test,train
B1226,WAYB,CRD,YNB+CSM+2% galactose,37,15,min,#15,Sorbitol,WAH,WAY_BP13,G2,test_strain_only,test,train
B1237,WAYB,CRD,YNB+CSM+2% galactose,37,15,min,#8,G418,WAH,WAY_BP13,H1,test_both,test,test
B1238,WAYB,CRD,YNB+CSM+2% galactose,37,15,min,#16,EDTA,WAH,WAY_BP13,H2,test_strain_only,test,train
B1239,WAYB,CGD,YNB+CSM+2% galactose,37,15,min,#8,G418,WAH,WAY_BP13,H3,test_chem_only,train,test
B1241,WAYB,BAH,YNB+CSM+2% galactose,37,15,min,#8,G418,WAH,WAY_BP13,H5,test_chem_only,train,test
B1243,WAYB,BAI,YNB+CSM+2% galactose,37,15,min,#8,G418,WAH,WAY_BP13,H7,test_both,val,test
B1245,WAYB,CEK,YNB+CSM+2% galactose,37,15,min,#8,G418,WAH,WAY_BP13,H9,test_chem_only,train,test
B1247,WAYB,DHY210,YNB+CSM+2% galactose,37,15,min,#8,G418,WAH,WAY_BP13,H11,test_chem_only,train,test
B1249,WAYB,CRD,YNB+CSM+2% galactose,37,30,min,#1,Water,O,WAY_BP14,A1,test_strain_only,test,train
B1250,WAYB,CRD,YNB+CSM+2% galactose,37,30,min,#9,Amphotericin B,O,WAY_BP14,A2,test_both,test,val
B1261,WAYB,CRD,YNB+CSM+2% galactose,37,30,min,#2,EDTA,O,WAY_BP14,B1,test_strain_only,test,train
B1262,WAYB,CRD,YNB+CSM+2% galactose,37,30,min,#10,Rapamycin,O,WAY_BP14,B2,test_strain_only,test,train
B1273,WAYB,CRD,YNB+CSM+2% galactose,37,30,min,#3,H2O2,O,WAY_BP14,C1,test_both,test,test
B1274,WAYB,CRD,YNB+CSM+2% galactose,37,30,min,#11,FCCP,O,WAY_BP14,C2,test_both,test,val
B1275,WAYB,CGD,YNB+CSM+2% galactose,37,30,min,#3,H2O2,O,WAY_BP14,C3,test_chem_only,train,test
B1277,WAYB,BAH,YNB+CSM+2% galactose,37,30,min,#3,H2O2,O,WAY_BP14,C5,test_chem_only,train,test
B1279,WAYB,BAI,YNB+CSM+2% galactose,37,30,min,#3,H2O2,O,WAY_BP14,C7,test_both,val,test
B1281,WAYB,CEK,YNB+CSM+2% galactose,37,30,min,#3,H2O2,O,WAY_BP14,C9,test_chem_only,train,test
B1285,WAYB,CRD,YNB+CSM+2% galactose,37,30,min,#4,MMS,O,WAY_BP14,D1,test_both,test,test
B1286,WAYB,CRD,YNB+CSM+2% galactose,37,30,min,#12,DMSO,O,WAY_BP14,D2,test_strain_only,test,train
B1287,WAYB,CGD,YNB+CSM+2% galactose,37,30,min,#4,MMS,O,WAY_BP14,D3,test_chem_only,train,test
B1289,WAYB,BAH,YNB+CSM+2% galactose,37,30,min,#4,MMS,O,WAY_BP14,D5,test_chem_only,train,test
B1291,WAYB,BAI,YNB+CSM+2% galactose,37,30,min,#4,MMS,O,WAY_BP14,D7,test_both,val,test
B1293,WAYB,CEK,YNB+CSM+2% galactose,37,30,min,#4,MMS,O,WAY_BP14,D9,test_chem_only,train,test
B1295,WAYB,DHY210,YNB+CSM+2% galactose,37,30,min,#4,MMS,O,WAY_BP14,D11,test_chem_only,train,test
B1297,WAYB,CRD,YNB+CSM+2% galactose,37,30,min,#5,Cisplatin,O,WAY_BP14,E1,test_strain_only,test,train
B1298,WAYB,CRD,YNB+CSM+2% galactose,37,30,min,#13,NaCl,O,WAY_BP14,E2,test_strain_only,test,train
B1309,WAYB,CRD,YNB+CSM+2% galactose,37,30,min,#6,CHX,O,WAY_BP14,F1,test_strain_only,test,train
B1310,WAYB,CRD,YNB+CSM+2% galactose,37,30,min,#14,Hydroxyurea,O,WAY_BP14,F2,test_both,test,val
B1321,WAYB,CRD,YNB+CSM+2% galactose,37,30,min,#7,SDS,O,WAY_BP14,G1,test_strain_only,test,train
B1322,WAYB,CRD,YNB+CSM+2% galactose,37,30,min,#15,Sorbitol,O,WAY_BP14,G2,test_strain_only,test,train
B1333,WAYB,CRD,YNB+CSM+2% galactose,37,30,min,#8,G418,O,WAY_BP14,H1,test_both,test,test
